iata_code,name,latitude_deg,longitude_deg,home_link
PCP,Principe Airport,1.66294002532959,7.41173982620239,
TMS,São Tomé International Airport,0.378174990415573,6.71215009689331,
BEW,Beira Airport,-19.7964000701904,34.907600402832,
VPY,Chimoio Airport,-19.1513004302979,33.4290008544922,
INH,Inhambane Airport,-23.8763999938965,35.4085006713867,
VXC,Lichinga Airport,-13.274,35.2663,
MPM,Maputo Airport,-25.9207992553711,32.5726013183594,
APL,Nampula Airport,-15.1056003570557,39.2817993164062,
POL,Pemba Airport,-12.9917621612549,40.5240135192871,
UEL,Quelimane Airport,-17.8554992675781,36.8690986633301,
TET,Chingozi Airport,-16.1047992706299,33.6402015686035,
VNX,Vilankulo Airport,-22.0184001922607,35.3133010864258,
BVE,Brive Souillac Airport,45.039722,1.485556,http://aeroport-brive-vallee-dordogne.com/
SEZ,Seychelles International Airport,-4.67433977127075,55.521800994873,
PRI,Praslin Airport,-4.31929016113281,55.6913986206055,
AEH,Abeche Airport,13.8470001220703,20.8442993164063,
MQQ,Moundou Airport,8.62440967559814,16.0713996887207,
NDJ,N'Djamena International Airport,12.1337003707886,15.0340003967285,
BUQ,Joshua Mqabuko Nkomo International Airport,-20.0174007415771,28.6179008483887,
VFA,Victoria Falls International Airport,-18.0958995819092,25.8390007019043,
HRE,Harare International Airport,-17.9318008422852,31.0928001403809,
BLZ,Chileka International Airport,-15.6791000366211,34.9739990234375,
LLW,Lilongwe International Airport,-13.7894001007,33.78099823,
ZZU,Mzuzu Airport,-11.4447002410889,34.0117988586426,
MSU,Moshoeshoe I International Airport,-29.4622993469238,27.5524997711182,
LUD,Luderitz Airport,-26.6874008178711,15.2428998947144,
OND,Ondangwa Airport,-17.878201,15.9526,
OMD,Oranjemund Airport,-28.5846996307373,16.4466991424561,
NDU,Rundu Airport,-17.956499099731,19.719400405884,
WVB,Walvis Bay Airport,-22.9799,14.6453,
ERS,Eros Airport,-22.6121997833252,17.0804004669189,
WDH,Hosea Kutako International Airport,-22.4799,17.4709,
FIH,Ndjili International Airport,-4.38574981689,15.4446001053,
FDU,Bandundu Airport,-3.31132006645203,17.3817005157471,
KKW,Kikwit Airport,-5.03576993942261,18.7856006622314,
MDK,Mbandaka Airport,0.0226000007242,18.2887001038,
BDT,Gbadolite Airport,4.25321006774902,20.9752998352051,
GMA,Gemena Airport,3.23536992073,19.7712993622,
FKI,Bangoka International Airport,0.481638997793,25.3379993439,
IRP,Matari Airport,2.82761001586914,27.5883007049561,
BUX,Bunia Airport,1.56571996212006,30.2208003997803,
GOM,Goma International Airport,-1.67080998420715,29.2385005950928,
KND,Kindu Airport,-2.91917991638,25.9153995514,
FBM,Lubumbashi International Airport,-11.5913000107,27.5308990479,
KWZ,Kolwezi Airport,-10.7658996582031,25.5056991577148,
FMI,Kalemie Airport,-5.87555980682373,29.25,
KGA,Kananga Airport,-5.90005016327,22.4692001343,
MJM,Mbuji Mayi Airport,-6.12124013901,23.5690002441,
BKO,Senou Airport,12.5334997177124,-7.94994020462036,
GAQ,Gao Airport,16.2483997344971,-0.005456000100821,
KYS,Kayes Dag Dag Airport,14.4812002182007,-11.4043998718262,
MZI,Mopti Airport,14.5128002167,-4.07955980301,
TOM,Timbuktu Airport,16.7304992675781,-3.00758004188538,
OUK,Outer Skerries Airport,60.4252,-0.75,
BJL,Banjul International Airport,13.3380002975464,-16.6522006988525,
FUE,Fuerteventura Airport,28.4526996612549,-13.8638000488281,
VDE,Hierro Airport,27.8148002624512,-17.8871002197266,
SPC,La Palma Airport,28.6264991760254,-17.7555999755859,
LPA,Gran Canaria Airport,27.9319000244141,-15.3865995407104,http://www.aena.es/csee/Satellite?pagename=subHome&Language=EN_GB&c=Page&SiteName=LPA&cid=1048858940184
ACE,Lanzarote Airport,28.945499420166,-13.6051998138428,
TFS,Tenerife South Airport,28.044500351,-16.5725002289,
TFN,Tenerife Norte Airport,28.4827003479,-16.3414993286,
MLN,Melilla Airport,35.279800415,-2.9562599659,
BTE,Sherbro International Airport,7.53242015838623,-12.5188999176025,
KBS,Bo Airport,7.9443998336792,-11.7609996795654,
KEN,Kenema Airport,7.89129018783569,-11.1766004562378,
FNA,Lungi International Airport,8.61643981933594,-13.1955003738403,http://www.freetownairport.com/
WYE,Yengema Airport,8.61046981811523,-11.0453996658325,
OXB,Osvaldo Vieira International Airport,11.8948001861572,-15.6536998748779,
MLW,Spriggs Payne Airport,6.28906011581421,-10.7587003707886,
ROB,Roberts International Airport,6.23378992080689,-10.3622999191284,
AGA,Al Massira Airport,30.3250007629395,-9.41306972503662,
TTA,Tan Tan Airport,28.4482002258301,-11.1612997055054,
FEZ,Saïss Airport,33.9272994995,-4.97796010971,
ERH,Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,
OUD,Angads Airport,34.7872009277344,-1.92399001121521,
SMW,Smara Airport,26.7318,-11.6847,
RBA,Rabat-Salé Airport,34.051498,-6.75152,
VIL,Dakhla Airport,23.7183,-15.932,
EUN,Hassan I Airport,27.151699,-13.2192,
CMN,Mohammed V International Airport,33.3675003051758,-7.58997011184692,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C
NDR,Nador International Airport,34.9888000488,-3.0282099247,
RAK,Menara Airport,31.6068992615,-8.03629970551,
OZZ,Ouarzazate Airport,30.9391002655,-6.90943002701,
GMQ,Golog Maqin Airport,34.418066,100.301144,
AHU,Cherif Al Idrissi Airport,35.1771011352539,-3.83951997756958,
TNG,Ibn Batouta Airport,35.7268981934,-5.91689014435,
DSS,Diass-Thies Blaise Diagne International Airport,14.67,-17.073333333,http://www.dakaraeroport.com/
ZIG,Ziguinchor Airport,12.5556,-16.281799,
CSK,Cap Skirring Airport,12.39533,-16.748,
DKR,Léopold Sédar Senghor International Airport,14.7397003173828,-17.4902000427246,http://www.aeroportdakar.com/
MAX,Ouro Sogui Airport,15.5936002731323,-13.3227996826172,
XLS,Saint Louis Airport,16.0508003234863,-16.4631996154785,
TUD,Tambacounda Airport,13.7368001937866,-13.6531000137329,
NKC,Nouakchott–Oumtounsy International Airport,18.31,-15.9697222,
NDB,Nouadhibou International Airport,20.9330997467041,-17.0300006866455,
CKY,Conakry International Airport,9.57689,-13.612,http://www.aeroport-conakry.com/aeroport_international_de_conakry.php
SID,Amílcar Cabral International Airport,16.7413997650146,-22.9493999481201,
BVC,Rabil Airport,16.1364994049072,-22.8889007568359,
MMO,Maio Airport,15.1559000015259,-23.2136993408203,
RAI,Praia International Airport,14.9245004653931,-23.4934997558594,
SNE,Preguiça Airport,16.588399887085,-24.2847003936768,
ADD,Addis Ababa Bole International Airport,8.97789001465,38.7993011475,http://www.ethiopianairports.com
AMH,Arba Minch Airport,6.03939008712769,37.5904998779297,
AXU,Axum Airport,14.1468000411987,38.7728004455566,
BJR,Bahir Dar Airport,11.608099937439,37.3216018676758,
DIR,Aba Tenna Dejazmach Yilma International Airport,9.62469959259033,41.8541984558105,
GMB,Gambella Airport,8.12876033782959,34.5630989074707,
GDQ,Gonder Airport,12.5199003219604,37.4339981079102,
GDE,Gode Airport,5.93513011932,43.5786018372,
JIJ,Wilwal International Airport,9.3325,42.9121,
JIM,Jimma Airport,7.66609001159668,36.8166007995605,
ASO,Asosa Airport,10.018500328064,34.5862998962402,
BJM,Bujumbura International Airport,-3.32401990890503,29.3185005187988,
HGA,Egal International Airport,9.51817035675049,44.0887985229492,
BBO,Berbera Airport,10.3892002105713,44.9411010742188,
MGQ,Aden Adde International Airport,2.01444005966187,45.3046989440918,
JIB,Djibouti-Ambouli Airport,11.5473003387451,43.1595001220703,
AAC,El Arish International Airport,31.073299408,33.8358001709,
ATZ,Assiut International Airport,27.0464992523,31.0119991302,
ALY,El Nouzha Airport,31.1839008331299,29.9489002227783,
HBE,Borg El Arab International Airport,30.9176998138428,29.6963996887207,
ABS,Abu Simbel Airport,22.3759994507,31.611700058,
CAI,Cairo International Airport,30.1219005584717,31.4055995941162,
HRG,Hurghada International Airport,27.1783008575439,33.7994003295898,
LXR,Luxor International Airport,25.671,32.7066,
RMF,Marsa Alam International Airport,25.557100296,34.5836982727,http://www.marsa-alam-airport.com
HMB,Sohag International Airport,26.342778,31.742778,
SSH,Sharm El Sheikh International Airport,27.9773006439,34.3950004578,
ASW,Aswan International Airport,23.9643993378,32.8199996948,
ASM,Asmara International Airport,15.2918996810913,38.910701751709,
MSW,Massawa International Airport,15.6700000762939,39.3700981140137,
ASA,Assab International Airport,13.0718002319336,42.6450004577637,
ASV,Amboseli Airport,-2.64505004882812,37.253101348877,
EDL,Eldoret International Airport,0.404457986354828,35.238899230957,http://www.kenyaairports.co.ke/kaa/airports/eldoret/
NBO,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,http://www.kenyaairports.com/jkia/IndexJkia.php
KIS,Kisumu Airport,-0.086139000952244,34.7289009094238,http://www.kenyaairports.co.ke/kaa/airports/kisumu/
LKG,Lokichoggio Airport,4.20412015914917,34.348201751709,http://www.kenyaairports.co.ke/kaa/airports/loki/
LAU,Manda Airstrip,-2.25241994857788,40.9131011962891,http://www.kenyaairports.co.ke/kaa/airports/airstrips/manda_intro.html
MYD,Malindi Airport,-3.22931003570557,40.1016998291016,http://www.kenyaairports.co.ke/kaa/airports/malindi/
MBA,Mombasa Moi International Airport,-4.03483009338379,39.5942001342773,http://www.kenyaairports.co.ke/kaa/airports/moi/
MRE,Mara Serena Lodge Airstrip,-1.406111,35.008057,
WIL,Nairobi Wilson Airport,-1.32172000408173,36.8148002624512,http://www.kenyaairports.co.ke/kaa/airports/wilson/
NYK,Nanyuki Airport,-0.06239889934659,37.0410079956055,
WJR,Wajir Airport,1.73324000835419,40.0915985107422,http://www.kenyaairports.co.ke/kaa/airports/wajir/
HLA,Lanseria,0,0,
SRX,Gardabya Airport,31.0634994507,16.5949993134,
GHT,Ghat Airport,25.1455993652,10.1426000595,
AKF,Kufra Airport,24.1786994934082,23.3139991760254,
BEN,Benina International Airport,32.0968017578,20.2695007324,
MJI,Mitiga Airport,32.894100189209,13.2760000228882,
LAQ,La Abraq Airport,32.7887001037598,21.9643001556396,
SEB,Sabha Airport,26.9869995117187,14.4724998474121,
TIP,Tripoli International Airport,32.6635017395,13.1590003967,
LTD,Ghadames East Airport,30.1516990661621,9.71531009674072,
KGL,Kigali International Airport,-1.96862995625,30.1394996643,
KME,Kamembe Airport,-2.46223998069763,28.9078998565674,
DOG,Dongola Airport,19.1539001465,30.4300994873,
ELF,El Fasher Airport,13.6148996353149,25.3246002197266,
KSL,Kassala Airport,15.3874998092651,36.328800201416,
EBD,El Obeid Airport,13.1532001495361,30.2327003479004,
PZU,Port Sudan New International Airport,19.4335994720459,37.2341003417969,
JUB,Juba International Airport,4.87201023102,31.6011009216,
MAK,Malakal Airport,9.55897045135498,31.6522006988525,
KRT,Khartoum International Airport,15.5895004272461,32.5531997680664,
WUU,Wau Airport,7.72583007812,27.9750003815,
ARK,Arusha Airport,-3.36778998374939,36.63330078125,
DAR,Julius Nyerere International Airport,-6.87811,39.202599,http://www.tanzaniairports.com/
MBI,Songwe Airport,-8.919942,33.273981,
JRO,Kilimanjaro International Airport,-3.42940998077,37.0745010376,http://www.kilimanjaroairport.co.tz/
MYW,Mtwara Airport,-10.3390998840332,40.1818008422852,
MWZ,Mwanza Airport,-2.4444899559021,32.9327011108398,
TGT,Tanga Airport,-5.09236001968384,39.0712013244629,
ZNZ,Abeid Amani Karume International Airport,-6.22202014923,39.224899292,
RUA,Arua Airport,3.04999995231628,30.9169998168945,
EBB,Entebbe International Airport,0.042385999113321,32.4435005187988,http://www.caa.co.ug/
ULU,Gulu Airport,2.80556011199951,32.271800994873,
SRT,Soroti Airport,1.72768998146057,33.6227989196777,
UGU,Bilogai-Sugapa Airport,-3.73956,137.031998,
ISG,New Ishigaki Airport,24.396389,124.245,
JIQ,Qianjiang Wulingshan Airport,29.5133333333,108.831111111,
JJD,Jericoacoara Airport,-2.905482,-40.355418,
ABE,Lehigh Valley International Airport,40.652099609375,-75.440803527832,
ABI,Abilene Regional Airport,32.4113006592,-99.6819000244,
ABQ,Albuquerque International Sunport Airport,35.040199,-106.609001,http://www.abqsunport.com/
ABR,Aberdeen Regional Airport,45.4491004943848,-98.4217987060547,
ABY,Southwest Georgia Regional Airport,31.5354995727539,-84.1945037841797,
ACK,Nantucket Memorial Airport,41.25310135,-70.06020355,
ACT,Waco Regional Airport,31.6112995147705,-97.2304992675781,
ACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,
ACY,Atlantic City International Airport,39.4575996398926,-74.5772018432617,
AEX,Alexandria International Airport,31.3274002075195,-92.5497970581055,
AGS,Augusta Regional At Bush Field,33.3698997497559,-81.9645004272461,
AHN,Athens Ben Epps Airport,33.948600769043,-83.326301574707,
ALB,Albany International Airport,42.7482986450195,-73.8016967773438,http://www.albanyairport.com/
ALO,Waterloo Regional Airport,42.5570983886719,-92.4002990722656,
ALS,San Luis Valley Regional Bergman Field,37.434898,-105.866997,
ALW,Walla Walla Regional Airport,46.09489822,-118.288002,
AMA,Rick Husband Amarillo International Airport,35.219398,-101.706001,http://airport.amarillo.gov/
AOO,Altoona Blair County Airport,40.29639816,-78.31999969,
APN,Alpena County Regional Airport,45.0780983,-83.56030273,
ART,Watertown International Airport,43.9919013977051,-76.0216979980469,
ASE,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,http://aspenairport.com/
ATL,Hartsfield Jackson Atlanta International Airport,33.6366996765137,-84.4281005859375,http://www.atlanta-airport.com/
ATY,Watertown Regional Airport,44.91400146,-97.15470123,
AUG,Augusta State Airport,44.3205986023,-69.7973022461,
AUS,Austin Bergstrom International Airport,30.1944999694824,-97.6698989868164,http://www.ci.austin.tx.us/austinairport/
AVL,Asheville Regional Airport,35.4361991882324,-82.5418014526367,
AVP,Wilkes Barre Scranton International Airport,41.3385009766,-75.7233963013,http://www.flyavp.com/
AZO,Kalamazoo Battle Creek International Airport,42.2349014282227,-85.5521011352539,
BDL,Bradley International Airport,41.9388999939,-72.6831970215,http://www.bradleyairport.com/
BDR,Igor I Sikorsky Memorial Airport,41.163501739502,-73.1261978149414,
BFD,Bradford Regional Airport,41.8031005859375,-78.6400985717773,
BFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,
BFI,Boeing Field King County International Airport,47.5299987792969,-122.302001953125,
BGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,http://binghamtonairport.com/
BGR,Bangor International Airport,44.8073997497559,-68.8281021118164,
BHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,
BHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,http://www.flybirmingham.com/
BIL,Billings Logan International Airport,45.8077011108398,-108.542999267578,
BIS,Bismarck Municipal Airport,46.7727012634277,-100.746002197266,http://bismarckairport.com/
BKW,Raleigh County Memorial Airport,37.7873001099,-81.1241989136,
BLF,Mercer County Airport,37.2957992553711,-81.2077026367188,
BLI,Bellingham International Airport,48.7928009033203,-122.53800201416,
BLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,
BMI,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,
BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,
BOI,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,http://www.cityofboise.org/departments/airport/
BOS,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,http://www.massport.com/logan/
BPT,Southeast Texas Regional Airport,29.9507999420166,-94.0206985473633,
BQK,Brunswick Golden Isles Airport,31.2588005065918,-81.4664993286133,
BRD,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,http://brainerdairport.com/
BRL,Southeast Iowa Regional Airport,40.7831993103027,-91.1255035400391,
BRO,Brownsville South Padre Island International Airport,25.9067993164062,-97.4259033203125,
BTM,Bert Mooney Airport,45.9547996520996,-112.497001647949,
BTR,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,
BTV,Burlington International Airport,44.4719009399,-73.1532974243,http://www.vermontairports.com/btv.html
BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,
BUR,Bob Hope Airport,34.2006988525391,-118.359001159668,
BWI,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,
BZN,Gallatin Field,45.77750015,-111.1529999,
CAE,Columbia Metropolitan Airport,33.9388008117676,-81.119499206543,
CAK,Akron Canton Regional Airport,40.9160995483398,-81.4421997070312,
CDC,Cedar City Regional Airport,37.701000213623,-113.098999023438,
CEC,Jack Mc Namara Field Airport,41.78020096,-124.2369995,
CGI,Cape Girardeau Regional Airport,37.2252998352051,-89.57080078125,
CHA,Lovell Field,35.0353012084961,-85.2037963867187,
CHO,Charlottesville Albemarle Airport,38.138599395752,-78.4529037475586,
CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,
CID,The Eastern Iowa Airport,41.8847007751465,-91.7108001708984,
CIU,Chippewa County International Airport,46.2508010864258,-84.4723968505859,
CKB,North Central West Virginia Airport,39.2966003418,-80.2281036377,
CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,http://www.clevelandairport.com/
CLL,Easterwood Field,30.58860016,-96.36380005,
CLM,William R Fairchild International Airport,48.1202011108398,-123.5,
CLT,Charlotte Douglas International Airport,35.2140007019043,-80.9430999755859,http://www.charlotteairport.com/
CMH,John Glenn Columbus International Airport,39.998001,-82.891899,https://flycolumbus.com/
CMI,University of Illinois Willard Airport,40.03919983,-88.27809906,
CMX,Houghton County Memorial Airport,47.168399810791,-88.4890975952149,
CNM,Cavern City Air Terminal,32.3375015258789,-104.263000488281,
COS,City of Colorado Springs Municipal Airport,38.805801391602,-104.70099639893,https://flycos.coloradosprings.gov/
COU,Columbia Regional Airport,38.8180999755859,-92.219596862793,
CPR,Casper-Natrona County International Airport,42.90800095,-106.4639969,
CRP,Corpus Christi International Airport,27.7703990936279,-97.5011978149414,
CRW,Yeager Airport,38.3731002807617,-81.5932006835937,
CSG,Columbus Metropolitan Airport,32.516300201416,-84.9389038085937,
CVG,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,
CYS,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,
DAB,Daytona Beach International Airport,29.179899,-81.058098,
DAL,Dallas Love Field,32.847099,-96.851799,http://www.dallas-lovefield.com/
DAY,James M Cox Dayton International Airport,39.902400970459,-84.2193984985352,
DBQ,Dubuque Regional Airport,42.40200043,-90.70950317,
DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,http://www.flyreagan.com/dca/reagan-national-airport
DDC,Dodge City Regional Airport,37.7634010314941,-99.9655990600586,
DEC,Decatur Airport,39.8345985412598,-88.8656997680664,
DEN,Denver International Airport,39.861698150635,-104.672996521,http://www.flydenver.com/
DFW,Dallas Fort Worth International Airport,32.896800994873,-97.0380020141602,http://www.dfwairport.com/
DHN,Dothan Regional Airport,31.3213005065918,-85.4496002197266,
DLH,Duluth International Airport,46.8420982361,-92.1936035156,http://www.duluthairport.com/
DSM,Des Moines International Airport,41.5340003967285,-93.6631011962891,
DTW,Detroit Metropolitan Wayne County Airport,42.2123985290527,-83.353401184082,http://www.metroairport.com/
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,
EAU,Chippewa Valley Regional Airport,44.8657989501953,-91.4842987060547,
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,http://iflybeaches.com
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,http://www.eaglecounty.us/airport/
EKO,Elko Regional Airport,40.8249015808106,-115.791999816895,
ELD,South Arkansas Regional At Goodwin Field,33.2210006713867,-92.8133010864258,
ELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,
ELP,El Paso International Airport,31.80719948,-106.3779984,
ERI,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,
EUG,Mahlon Sweet Field,44.1245994567871,-123.21199798584,
EVV,Evansville Regional Airport,38.0369987488,-87.5324020386,
EWB,New Bedford Regional Airport,41.6761016845703,-70.956901550293,
EWN,Coastal Carolina Regional Airport,35.0730018616,-77.0429000854,
EWR,Newark Liberty International Airport,40.6925010681152,-74.168701171875,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html
EYW,Key West International Airport,24.5561008453369,-81.7595977783203,
FAR,Hector International Airport,46.9207000732422,-96.815803527832,http://www.fargoairport.com/
FAT,Fresno Yosemite International Airport,36.7761993408203,-119.718002319336,
FAY,Fayetteville Regional Grannis Field,34.9911994934082,-78.8803024291992,
FHU,Sierra Vista Municipal Libby Army Air Field,31.5884990692139,-110.34400177002,
FLG,Flagstaff Pulliam Airport,35.13850021,-111.6709976,
FLL,Fort Lauderdale Hollywood International Airport,26.0725994110107,-80.152702331543,http://www.fll.net/
FLO,Florence Regional Airport,34.1853981018066,-79.7238998413086,
FNT,Bishop International Airport,42.9654006958008,-83.7435989379883,
FOD,Fort Dodge Regional Airport,42.55149841,-94.19259644,
FSD,Joe Foss Field Airport,43.5820007324,-96.741897583,http://www.sfairport.com/
FSM,Fort Smith Regional Airport,35.3366012573242,-94.3674011230469,
FWA,Fort Wayne International Airport,40.97850037,-85.19509888,https://fwairport.com/
GCC,Gillette Campbell County Airport,44.3488998413,-105.539001465,http://www.iflygillette.com/
GCK,Garden City Regional Airport,37.9275016785,-100.723999023,
GCN,Grand Canyon National Park Airport,35.9524002075195,-112.147003173828,http://www.azdot.gov/aviation/airports/airports_list.asp?FAA=GCN
GEG,Spokane International Airport,47.6198997497559,-117.533996582031,
GFK,Grand Forks International Airport,47.949299,-97.176102,http://www.gfkairport.com/
GGG,East Texas Regional Airport,32.3839988708496,-94.7115020751953,
GGW,Wokal Field Glasgow International Airport,48.212502,-106.614998,http://www.glasgowmtairport.com/
GJT,Grand Junction Regional Airport,39.1223983765,-108.527000427,http://www.gjairport.com/
GLH,Mid Delta Regional Airport,33.4828987121582,-90.9856033325195,
GNV,Gainesville Regional Airport,29.6900997162,-82.2717971802,
FCA,Glacier Park International Airport,48.3105010986328,-114.255996704102,http://www.iflyglacier.com/
GPT,Gulfport Biloxi International Airport,30.4073009490967,-89.0700988769531,
GRB,Austin Straubel International Airport,44.4850997924805,-88.1296005249024,
GRI,Central Nebraska Regional Airport,40.9674987792969,-98.3096008300781,
GRK,Robert Gray  Army Air Field Airport,31.067199707,-97.8289031982,
GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,
GSO,Piedmont Triad International Airport,36.0978012084961,-79.9373016357422,
GSP,Greenville Spartanburg International Airport,34.8956985474,-82.2189025879,
GTF,Great Falls International Airport,47.48199844,-111.3710022,
GTR,Golden Triangle Regional Airport,33.4502983093,-88.5914001465,
HIB,Range Regional Airport,47.38660049,-92.83899689,
HLN,Helena Regional Airport,46.6068000793457,-111.983001708984,
HON,Huron Regional Airport,44.3852005004883,-98.2285003662109,
HOT,Memorial Field,34.4780006408691,-93.0961990356445,
HOU,William P Hobby Airport,29.64539909,-95.27890015,http://www.fly2houston.com/hobbyHome
HPN,Westchester County Airport,41.0670013427734,-73.7076034545899,
HRL,Valley International Airport,26.2285003662109,-97.6544036865234,
HRO,Boone County Airport,36.2615013122559,-93.1547012329102,
HSV,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc
HTS,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,
HVN,Tweed New Haven Airport,41.26369858,-72.88680267,
HYA,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,
IAD,Washington Dulles International Airport,38.94449997,-77.45580292,http://www.mwaa.com/dulles/
IAH,George Bush Intercontinental Houston Airport,29.9843997955322,-95.3414001464844,http://www.fly2houston.com/iah
ICT,Wichita Mid Continent Airport,37.6498985290527,-97.4330978393555,
IDA,Idaho Falls Regional Airport,43.514599,-112.070999,
ILG,New Castle Airport,39.67869949,-75.60649872,
ILM,Wilmington International Airport,34.2705993652344,-77.9026031494141,
IND,Indianapolis International Airport,39.7173,-86.294403,http://www.indianapolisairport.com/
INL,Falls International Airport,48.5662002563477,-93.4030990600586,
IPT,Williamsport Regional Airport,41.2417984008789,-76.9210968017578,
IRK,Kirksville Regional Airport,40.0934982299805,-92.5448989868164,
ISP,Long Island Mac Arthur Airport,40.79520035,-73.10019684,
ITH,Ithaca Tompkins Regional Airport,42.4910011291504,-76.4583969116211,
JAC,Jackson Hole Airport,43.6072998046875,-110.737998962402,
JAN,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,
JAX,Jacksonville International Airport,30.4941005706787,-81.6878967285156,
JBR,Jonesboro Municipal Airport,35.8316993713379,-90.6464004516602,
JFK,John F Kennedy International Airport,40.63980103,-73.77890015,http://www.panynj.gov/CommutingTravel/airports/html/kennedy.html
JLN,Joplin Regional Airport,37.151798248291,-94.4982986450195,
JMS,Jamestown Regional Airport,46.92969894,-98.67819977,
JST,John Murtha Johnstown Cambria County Airport,40.3161010742187,-78.8339004516602,
LAN,Capital City Airport,42.7787017822266,-84.58740234375,
LAR,Laramie Regional Airport,41.3120994567871,-105.675003051758,
LAS,McCarran International Airport,36.08010101,-115.1520004,http://www.mccarran.com/
LAX,Los Angeles International Airport,33.94250107,-118.4079971,http://www.iflylax.com/
LBB,Lubbock Preston Smith International Airport,33.663601,-101.822998,http://www.flylia.com/
LBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,
LBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,
LBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,
LCH,Lake Charles Regional Airport,30.1261005401611,-93.2232971191406,
LCK,Rickenbacker International Airport,39.813801,-82.927803,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/
LEB,Lebanon Municipal Airport,43.6260986328,-72.3041992188,http://flyleb.com/
LEX,Blue Grass Airport,38.0364990234375,-84.6059036254883,http://www.bluegrassairport.com/
LFT,Lafayette Regional Airport,30.20529938,-91.98760223,http://www.lftairport.com/Home
LGA,La Guardia Airport,40.77719879,-73.87259674,http://www.panynj.gov/CommutingTravel/airports/html/laguardia.html
LGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,http://www.lgb.org/
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.7294006348,-92.2242965698,
LMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,
LNK,Lincoln Airport,40.851001739502,-96.7592010498047,http://www.lincolnairport.com/
LNS,Lancaster Airport,40.1217002868652,-76.2960968017578,
LRD,Laredo International Airport,27.5438003540039,-99.4616012573242,
LSE,La Crosse Municipal Airport,43.879002,-91.256699,http://www.lseairport.com/
LWS,Lewiston Nez Perce County Airport,46.3745002746582,-117.014999389648,
LWT,Lewistown Municipal Airport,47.0493011474609,-109.467002868652,
LYH,Lynchburg Regional Preston Glenn Field,37.3266983032227,-79.2004013061523,
MAF,Midland International Airport,31.9424991607666,-102.202003479004,
MBS,MBS International Airport,43.532901763916,-84.0795974731445,http://www.mbsairport.org/
MCI,Kansas City International Airport,39.2976,-94.713898,http://www.flykci.com/
MCN,Middle Georgia Regional Airport,32.692798614502,-83.6492004394531,
MCO,Orlando International Airport,28.4293994903564,-81.3089981079102,http://www.orlandoairports.net/
MDT,Harrisburg International Airport,40.1935005188,-76.7633972168,http://www.flyhia.com/
MDW,Chicago Midway International Airport,41.7859992980957,-87.7524032592774,http://www.flychicago.com/midway/MidwayHomepage.shtm
MEI,Key Field,32.3325996398926,-88.7518997192383,
MEM,Memphis International Airport,35.0424003601074,-89.9766998291016,
MFE,Mc Allen Miller International Airport,26.17580032,-98.23860168,
MFR,Rogue Valley International Medford Airport,42.3741989135742,-122.873001098633,
